종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"024850","HLB이노베이션","중견기업부","4185","260","6.62","3950","4345","3865","2772411","11367776105","285253140510","68160846"
"047920","HLB제약","기술성장기업부","31750","2200","7.45","30550","33600","30000","5831409","186592023500","1005104098500","31656822"
"115450","HLB테라퓨틱스","중견기업부","10130","180","1.81","10170","10340","9710","3884219","38791086000","763327622230","75353171"
"046210","HLB파나진","벤처기업부","4615","-15","-0.32","4700","4715","4505","513410","2355364530","189235892105","41004527"
"403870","HPSP","벤처기업부","52200","100","0.19","51500","53100","51400","873915","45674774700","4329162316800","82934144"
"036640","HRS","우량기업부","5520","-60","-1.08","5580","5580","5460","99051","545981060","90278496000","16354800"
"439730","IBKS제20호스팩","SPAC(소속부없음)","2595","-5","-0.19","2595","2600","2550","6591","16976415","11184450000","4310000"
"442770","IBKS제21호스팩","SPAC(소속부없음)","2455","5","0.20","2450","2455","2420","3946","9679010","10335550000","4210000"
"448760","IBKS제22호스팩","SPAC(소속부없음)","2435","5","0.21","2430","2435","2400","3515","8545680","10787050000","4430000"
"467930","IBKS제23호스팩","SPAC(소속부없음)","2210","20","0.91","2190","2215","2190","12376","27232840","9348300000","4230000"
"469480","IBKS제24호스팩","SPAC(소속부없음)","2185","10","0.46","2175","2185","2170","30739","66829155","9242550000","4230000"
"095340","ISC","우량기업부","90100","1900","2.15","86800","91600","86400","460650","41435686900","1909854925800","21197058"
"099520","ITX-AI","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"950170","JTC","관리종목(소속부없음)","4335","-45","-1.03","4380","4440","4320","52486","227987480","218001180705","50288623"
"067290","JW신약","중견기업부","2010","0","0.00","2010","2030","1999","122367","245708908","102191419020","50841502"
"035900","JYP Ent.","우량기업부","68600","-1200","-1.72","69000","69400","67700","579781","39718732400","2437528951200","35532492"
"318000","KBG","벤처기업부","8700","-60","-0.68","8820","8830","8600","102994","893629430","76039940100","8740223"
"024840","KBI메탈","중견기업부","1398","18","1.30","1358","1410","1352","112117","154643838","47465641134","33952533"
"024120","KB오토시스","중견기업부","4430","-30","-0.67","4440","4460","4390","37371","164669020","50945000000","11500000"
"455250","KB제25호스팩","SPAC(소속부없음)","2200","5","0.23","2195","2200","2195","1756","3854960","9471000000","4305000"
"458320","KB제26호스팩","SPAC(소속부없음)","2300","-80","-3.36","2380","2390","2290","55928","130337225","12661500000","5505000"
"464680","KB제27호스팩","SPAC(소속부없음)","1999","2","0.10","1996","2000","1995","40994","81954154","25797095000","12905000"
"021320","KCC건설","우량기업부","4705","10","0.21","4670","4715","4660","4218","19762775","100687000000","21400000"
"036670","KCI","우량기업부","7660","90","1.19","7570","7680","7500","15873","121036460","86328200000","11270000"
"044180","KD","투자주의환기종목(소속부없음)","679","5","0.74","674","680","663","149367","100061367","18141385521","26717799"
"151860","KG ETS","우량기업부","10410","130","1.26","10300","10410","10220","176676","1822149080","374760000000","36000000"
"046440","KG모빌리언스","우량기업부","5360","-40","-0.74","5390","5430","5280","39286","209446920","208105044480","38825568"
"035600","KG이니시스","우량기업부","12290","-100","-0.81","12280","12380","12190","94378","1156770930","342945493860","27904434"
"226360","KH 건설","투자주의환기종목(소속부없음)","319","0","0.00","0","0","0","0","0","60627181021","190053859"
"111870","KH 전자","관리종목(소속부없음)","2970","0","0.00","0","0","0","0","0","41572037430","13997319"
"060720","KH바텍","중견기업부","14500","-120","-0.82","14490","14770","14340","218976","3181297680","343322909000","23677442"
"058400","KNN","우량기업부","908","-3","-0.33","911","916","908","192106","174824014","120246185760","132429720"
"122450","KX","중견기업부","4900","15","0.31","4885","4910","4855","9855","48133210","222146223600","45335964"
"052900","KX하이텍","우량기업부","1365","9","0.66","1345","1368","1338","131580","177936425","75221760705","55107517"
"376190","LB루셈","중견기업부","7260","260","3.71","7100","7330","6990","81014","583560600","178596000000","24600000"
"061970","LB세미콘","우량기업부","7180","-130","-1.78","7390","7400","7150","411308","2966488990","314373370560","43784592"
"309960","LB인베스트먼트","중견기업부","4280","60","1.42","4290","4390","4165","51470","219198240","99369782920","23217239"
"060370","LS마린솔루션","중견기업부","9370","150","1.63","9220","9430","9110","116480","1078570560","243041233840","25938232"
"417200","LS머트리얼즈","중견기업부","25400","-450","-1.74","25500","25950","24900","684563","17398607100","1718377538600","67652659"
"086960","MDS테크","중견기업부","1836","-35","-1.87","1855","1860","1815","1668999","3057793177","160794192096","87578536"
"038340","MIT","투자주의환기종목(소속부없음)","1283","0","0.00","0","0","0","0","0","33979354334","26484298"
"160550","NEW","중견기업부","3710","-80","-2.11","3790","3820","3710","68894","257558055","103531653260","27906106"
"053290","NE능률","우량기업부","5260","-70","-1.31","5300","5420","5230","127083","673342690","86928374820","16526307"
"060250","NHN KCP","우량기업부","13440","-360","-2.61","13920","14200","13420","1155748","15867876980","539758611840","40160611"
"104200","NHN벅스","중견기업부","5080","-130","-2.50","5150","5210","5030","150006","766471150","75323954000","14827550"
"222160","NPX","기술성장기업부","8040","0","0.00","0","0","0","0","0","79551289560","9894439"
"024940","PN풍년","벤처기업부","4915","170","3.58","4780","4935","4745","239173","1155393365","49150000000","10000000"
"218410","RFHIC","우량기업부","15220","-220","-1.42","15370","15520","15090","140377","2139985540","403093207240","26484442"
"327260","RF머트리얼즈","벤처기업부","9100","-40","-0.44","9060","9140","8940","28170","253406880","76742402100","8433231"
"091340","S&K폴리텍","중견기업부","2565","-10","-0.39","2565","2585","2530","13462","34403850","30020044365","11703721"
"419530","SAMG엔터","기술성장기업부","15320","-80","-0.52","15410","15570","15280","44450","684049630","131613047600","8590930"
"019550","SBI인베스트먼트","중견기업부","901","-10","-1.10","914","915","895","454035","411341305","146021984075","162066575"
"950110","SBI핀테크솔루션즈","외국기업(소속부없음)","3905","-55","-1.39","3960","4040","3905","6870","27027170","93925168700","24052540"
"151910","SBW생명과학","중견기업부","640","0","0.00","0","0","0","0","0","120557466880","188371042"
"036120","SCI평가정보","중견기업부","2970","30","1.02","2955","3065","2930","260750","779856705","105435000000","35500000"
"099220","SDN","중견기업부","1083","-27","-2.43","1108","1108","1080","201204","218424543","60834071313","56171811"
"036540","SFA반도체","우량기업부","5890","-90","-1.51","5910","6000","5880","975114","5768023860","968671184670","164460303"
"255220","SG","중견기업부","2765","635","29.81","2765","2765","2560","12255275","33725481010","146056438325","52823305"
"040610","SG&G","중견기업부","1700","8","0.47","1815","1957","1687","3149595","5682626917","57948233200","34087196"
"049470","SGA","중견기업부","403","-107","-20.98","475","475","385","8462102","3469552549","23721486347","58862249"
"184230","SGA솔루션즈","벤처기업부","695","-14","-1.97","709","715","689","277699","193417442","41631548755","59901509"
"016250","SGC이테크건설","우량기업부","16880","-110","-0.65","16990","17100","16870","1071","18147220","54751714800","3243585"
"048550","SM C&C","중견기업부","1667","-16","-0.95","1680","1680","1666","136903","228641619","161209935540","96706620"
